;Торговая точка;Торговая точка COD;Торговая точка GUID;Адрес
184;"Гулиева З.Ш.К. ИП  Магазин ""Подукты""(Хабаровск г, Яшина ул, 89)";УП-00077101;977E1C29-2B5B-11E5-85B1-005056A00499;680021, Хабаровский край, Хабаровск г, Яшина ул, дом № 89
185;Амурские волны ООО, м-н Вино-водка (Хабаровск г, Морозова Павла Леонтьевича ул, 113);УП-00079610;3B213CF9-93D3-11E5-80CF-44A84229F6DF;680045, Хабаровский край, Хабаровск г, Морозова Павла Леонтьевича ул, дом № 113, корпус м-н Вино-водка
186;Дамиров И.Э. Оглы ИП ( Хабаровск г, Тихоокеанская ул, дом 192);УП-00077125;B58CF88B-2B5B-11E5-85B1-005056A00499;680033, Хабаровский край, Хабаровск г, Тихоокеанская ул, дом № 192
187;СТ-Гамма ООО пер. Трубный 6;УП-00077047;8298449D-2B5A-11E5-85B1-005056A00499;680007, Хабаровский край, Хабаровск г, Трубный пер, дом № 6
188;Луара ООО, Ленинградская ул 16;УП-00077390;DE36D635-E119-11E1-A3FC-F46D04E31E4B;680013, Хабаровский край, Хабаровск г, Ленинградская ул, дом № 16
191;Пальма ООО (Хабаровск г, Локомотивная ул, 7);УП-00078648;0CCAEED2-2B5D-11E5-85B1-005056A00499;680032, Хабаровский край, Хабаровск г, Локомотивная ул, дом № 7
192;Алмара ООО, Аэродромная17;УП-00077565;5B31AB0E-90F2-11E1-BF75-F46D04E31E4B;680032, Хабаровский край, Хабаровск г, Аэродромная ул, дом № 17
193;Винлаб АО ,( Хабаровск г, Суворова ул, дом 51);УП-00076968;45D2AECD-2B5A-11E5-85B1-005056A00499;680051, Хабаровский край, Хабаровск г, Суворова ул, дом № 51
194;Лукрум ООО, Королева ул, 9;УП-00077392;82379588-2B5C-11E5-85B1-005056A00499;680045, Хабаровский край, Хабаровск г, Королева ул, дом № 9
196;Алиев Э.С. ИП (Хабаровск г, 3-й Путевой пер, 5);УП-00080659;B323336C-2B5A-11E5-85B1-005056A00499;680045, Хабаровский край, Хабаровск г, 3-й Путевой пер, дом № 5
198;Кулаков Владислав Валерьевич ИП, Хабаровский край, Хабаровск г, рынок Красная речка, пав 4 место 8;УП-00076217;C631B433-899D-11E4-BA2F-001E675D2989;Хабаровский край, Хабаровск г, рынок Красная речка, пав 4 место 8
203;Магазин Прибрежный  ООО, (Хабаровск г, Инский пер, дом 1А);УП-00076713;3BD5CA86-90F3-11E1-BF75-F46D04E31E4B;680007, Хабаровский край, Хабаровск г, Инский пер, дом № 1А
204;Алимамедова Е.А. ИП, К.Маркса_101, к-к 5в-6в;УП-00076352;9B0C31C1-2BDC-11E4-8036-001E675D2989;680000, Хабаровский край, Хабаровск г, Карла Маркса ул, дом № 101, корпус к-к 5в-6в
205;ИП Чечунцова М.Д.(Хабаровск г, Машинистов ул, дом 42);УП-00075337;4A9FCAD4-90F2-11E1-BF75-F46D04E31E4B;680032, Хабаровский край, Хабаровск г, Машинистов ул, дом № 42
206;"РОСТ ООО Супермаркет ""Седьмая столица"" (Хабаровск г, Фрунзе ул, дом 11)";УП-00076435;436AFB4B-90F2-11E1-BF75-F46D04E31E4B;680000, Хабаровский край, Хабаровск г, Фрунзе ул, дом № 11
209;Мариана ООО, Руднева 33;УП-00058411;A065BA80-2B5C-11E5-85B1-005056A00499;680000, Хабаровский край, Хабаровск г, Руднева ул, дом № 33, помещение 1-11
210;"Амурские волны ООО магазин ""Продукты""(Морозова Павла Леонтьевича ул, д. 113)";УП-00076456;12320B31-4EAF-11E4-908C-001E675D2989;680045, Хабаровский край, Хабаровск г, Морозова Павла Леонтьевича ул, дом № 113
211;Аграфенин Е.В ООО, Гагарина ул 1Б;УП-00076442;51AE844F-90F2-11E1-BF75-F46D04E31E4B;680052, Хабаровский край, Хабаровск г, Гагарина ул, дом № 1, корпус Б
214;Амур-Партнер ООО, пер.Батарейный_9;УП-00076810;EA924C84-90F3-11E1-BF75-F46D04E31E4B;680013, Хабаровский край, Хабаровск г, Батарейный пер, дом № 9
216;Столица-Реал (Хабаровск г, Белорусская ул, дом № 2, корпус А);УП-00077494;829844A8-2B5A-11E5-85B1-005056A00499;680015, Хабаровский край, Хабаровск г, Белорусская ул, дом № 2, корпус А
217;Аура ООО, Вологодская ул 14 б (склад);УП-00076465;BF331658-6A0D-11E4-BA2F-001E675D2989;680015, Хабаровский край, Хабаровск г, Вологодская ул, дом № 14, корпус Б
220;МАРЬЯННА ООО, ( Хабаровск г, Костромская ул, дом 46А);УП-00077193;A6618F29-2B5C-11E5-85B1-005056A00499;680014, Хабаровский край, Хабаровск г, Костромская ул, дом № 46А
222;Кругляковская Екатерина ИП (Хабаровск г, Малиновского ул, 45);УП-00077295;5E46195C-7142-11E5-80CE-44A84229F6DF;680051, Хабаровский край, Хабаровск г, Малиновского ул, дом № 45
223;НИКА ООО, Хабаровск г, Тихоокеанская ул, д 170, кор А;УП-00077212;5DA0E4BC-82EA-11E5-80CE-44A84229F6DF;680033, Хабаровский край, Хабаровск г, Тихоокеанская ул, дом № 170, корпус А
226;Васильева Л.Ю. ИП (Хабаровск г, Руднева ул, 74);УП-00076262;31389A61-FDE4-11E4-BA2F-001E675D2989;680018, Хабаровский край, Хабаровск г, Руднева ул, дом № 74
228;Али-Восток-Транс ООО, Прт60ЛетОкт_156;УП-00076393;468715EF-7CA0-11E2-B7A0-001E670756FD;680014, Хабаровский край, Хабаровск г, 60-летия Октября пр-кт, дом № 156
229;Аксаментова Н. В. ИП (Хабаровск г, Вахова А.А. ул, дом 7Б);УП-00077068;A6B43436-2B5A-11E5-85B1-005056A00499;680023, Хабаровский край, Хабаровск г, Вахова А.А. ул, дом № 7Б
230;ФЕНИКС  ООО (Хабаровск г, Доступный пер, 3);УП-00075918;160A2558-2B5E-11E5-85B1-005056A00499;680030, Хабаровский край, Хабаровск г, Доступный пер, дом № 3
231;ТД Мандарин ООО, Хабаровск г, Восточное ш, дом № 41;УП-00076249;F87B6DE9-E7E3-11E4-BA2F-001E675D2989;680014, Хабаровский край, Хабаровск г, Восточное ш, дом № 41
232;"Лебедева С.Ю. ИП, ТЦ ЗАО АЛИ ""Березовка"" (Хабаровск г, Сергеевская ул, дом 26 место 16)";УП-00075818;1898CC0B-975C-11E2-8595-001E670756FD;680000, Хабаровский край, Хабаровск г, Сергеевская ул, дом № 26 место 16
233;Ерофей ООО, Стрельникова ул, 7;УП-00061031;E5A52574-2B5B-11E5-85B1-005056A00499;680054, Хабаровский край, Хабаровск г, Стрельникова ул, дом № 7
242;"Эврика ООО, Магазин ""Продукты"" (Хабаровск г, Фоломеева ул, дом 2А)";УП-00076778;A5C0F1F1-90F3-11E1-BF75-F46D04E31E4B;680042, Хабаровский край, Хабаровск г, Фоломеева ул, дом № 2А
248;Велиев В.Р. ИП , Уборевича ул, д. 82,;УП-00077915;37647F89-2B5B-11E5-85B1-005056A00499;680054, Хабаровский край, Хабаровск г, Уборевича ул, дом № 82
254;ООО «Квант» Магазин «Минимаркет» №116 (Хабаровск г, ДОС (Большой Аэродром) кв-л, д.43, А);УП-00082310;C83619D3-DC3B-11E5-80D9-44A8421C2298;680014, Хабаровский край, Хабаровск г, ДОС (Большой Аэродром) кв-л, дом № 43, корпус А
262;Ст-Мега ООО Магазин  Столица, Хабаровск г, Республиканская ул, 17;УП-00085812;62430DCD-2E03-11E6-80DB-44A8421C2299;680023, Хабаровский край, Хабаровск г, Республиканская ул, дом № 17
263;"Ориент ЗАО Магазин ""Винлаб"" ( Хабаровск г, 60-летия Октября пр-кт, дом 158)";УП-00093478;FF0BCBA9-710B-11E7-80E4-44A8422A0503;680014, Хабаровский край, Хабаровск г, 60-летия Октября пр-кт, дом № 158
264;"Винлаб АО Магазин ""Винлаб"" (Хабаровск г, Демьяна Бедного ул, дом 27)";УП-00089440;FDC6503C-BAA4-11E6-80D6-44A8422A0503;680009, Хабаровский край, Хабаровск г, Демьяна Бедного ул, дом № 27
265;Дискаунтер Экономыч (Хабаровск г, Краснореченская ул, дом 110);УП-00091426;60C0BAA4-295C-11E7-80DB-44A8422A0503;680045, Хабаровский край, Хабаровск г, Краснореченская ул, дом № 110
267;Дискаунтер Экономыч (Хабаровск г, Суворова ул, дом 51);УП-00091429;424C5E9A-295D-11E7-80DB-44A8422A0503;680051, Хабаровский край, Хабаровск г, Суворова ул, дом № 51
268;"Ерофей ООО Магазин ""Винлаб"" (Хабаровск г, Джамбула ул, дом 36)";УП-00092091;1E0AF6FA-49C0-11E7-80E0-44A8422A0503;680011, Хабаровский край, Хабаровск г, Джамбула ул, дом № 36
269;ДальТавлада ООО (Хабаровск г, Первомайская ул, дом 18);УП-00077972;AF7FE59A-2B5B-11E5-85B1-005056A00499;680000, Хабаровский край, Хабаровск г, Первомайская ул, дом № 18
